,transaction_id,Member_number,Date,itemDescription,year,month,day,day_of_week
77,32,4991,2014-01-20,hygiene articles,2014,1,20,0
78,33,4990,2015-12-14,tropical fruit,2015,12,14,0
79,33,4990,2015-12-14,specialty chocolate,2015,12,14,0
80,34,4990,2015-03-15,sausage,2015,3,15,6
81,34,4990,2015-03-15,newspapers,2015,3,15,6
82,34,4990,2015-03-15,salty snack,2015,3,15,6
83,34,4990,2015-03-15,soda,2015,3,15,6
84,35,4990,2014-04-15,cream cheese ,2014,4,15,1
85,35,4990,2014-04-15,baking powder,2014,4,15,1
86,36,4989,2015-06-19,chocolate,2015,6,19,4
87,36,4989,2015-06-19,mustard,2015,6,19,4
88,36,4989,2015-06-19,white bread,2015,6,19,4
89,37,4989,2015-03-06,ice cream,2015,3,6,4
90,37,4989,2015-03-06,pip fruit,2015,3,6,4
91,37,4989,2015-03-06,root vegetables,2015,3,6,4
92,37,4989,2015-03-06,rolls/buns,2015,3,6,4
93,37,4989,2015-03-06,long life bakery product,2015,3,6,4
94,38,4989,2014-11-08,rolls/buns,2014,11,8,5
95,38,4989,2014-11-08,butter,2014,11,8,5
96,39,4988,2015-12-20,pork,2015,12,20,6
97,39,4988,2015-12-20,long life bakery product,2015,12,20,6
98,40,4988,2015-10-29,candles,2015,10,29,3
99,40,4988,2015-10-29,rolls/buns,2015,10,29,3
100,40,4988,2015-10-29,other vegetables,2015,10,29,3
101,40,4988,2015-10-29,rolls/buns,2015,10,29,3
102,41,4988,2015-04-10,canned beer,2015,4,10,4
103,41,4988,2015-04-10,beverages,2015,4,10,4
104,41,4988,2015-04-10,specialty bar,2015,4,10,4
105,41,4988,2015-04-10,other vegetables,2015,4,10,4
106,41,4988,2015-04-10,make up remover,2015,4,10,4
107,41,4988,2015-04-10,specialty chocolate,2015,4,10,4
108,41,4988,2015-04-10,curd,2015,4,10,4
109,42,4988,2014-12-13,misc. beverages,2014,12,13,5
110,42,4988,2014-12-13,frozen vegetables,2014,12,13,5
111,43,4988,2014-04-19,sugar,2014,4,19,5
112,43,4988,2014-04-19,butter,2014,4,19,5
113,43,4988,2014-04-19,curd,2014,4,19,5
114,44,4987,2015-07-01,condensed milk,2015,7,1,2
115,44,4987,2015-07-01,waffles,2015,7,1,2
116,44,4987,2015-07-01,domestic eggs,2015,7,1,2
117,45,4987,2014-12-04,other vegetables,2014,12,4,3
118,45,4987,2014-12-04,cream cheese ,2014,12,4,3
119,46,4987,2014-07-27,rolls/buns,2014,7,27,6
120,46,4987,2014-07-27,onions,2014,7,27,6
121,47,4986,2015-01-28,pork,2015,1,28,2
122,47,4986,2015-01-28,frozen vegetables,2015,1,28,2
123,47,4986,2015-01-28,frozen meals,2015,1,28,2
124,47,4986,2015-01-28,other vegetables,2015,1,28,2
125,47,4986,2015-01-28,popcorn,2015,1,28,2
126,47,4986,2015-01-28,oil,2015,1,28,2
127,48,4986,2015-01-02,whole milk,2015,1,2,4
128,48,4986,2015-01-02,other vegetables,2015,1,2,4
129,49,4986,2014-08-02,candles,2014,8,2,5
130,49,4986,2014-08-02,chewing gum,2014,8,2,5
131,50,4986,2014-06-10,butter milk,2014,6,10,1
132,50,4986,2014-06-10,dessert,2014,6,10,1
133,51,4985,2015-12-26,root vegetables,2015,12,26,5
134,51,4985,2015-12-26,hard cheese,2015,12,26,5
135,52,4985,2015-02-28,rolls/buns,2015,2,28,5
136,52,4985,2015-02-28,pickled vegetables,2015,2,28,5
137,53,4985,2014-12-03,shopping bags,2014,12,3,2
138,53,4985,2014-12-03,pickled vegetables,2014,12,3,2
139,54,4985,2014-05-31,whole milk,2014,5,31,5
140,54,4985,2014-05-31,dessert,2014,5,31,5
141,55,4984,2015-04-26,bottled beer,2015,4,26,6
142,55,4984,2015-04-26,yogurt,2015,4,26,6
143,55,4984,2015-04-26,soda,2015,4,26,6
144,56,4984,2014-07-06,pastry,2014,7,6,6
145,56,4984,2014-07-06,domestic eggs,2014,7,6,6
146,57,4984,2014-06-14,snack products,2014,6,14,5
147,57,4984,2014-06-14,soups,2014,6,14,5
148,58,4983,2014-12-13,yogurt,2014,12,13,5
149,58,4983,2014-12-13,baking powder,2014,12,13,5
150,59,4983,2014-07-14,other vegetables,2014,7,14,0
151,59,4983,2014-07-14,shopping bags,2014,7,14,0
152,60,4983,2014-06-21,root vegetables,2014,6,21,5
153,60,4983,2014-06-21,margarine,2014,6,21,5
154,61,4982,2015-01-08,canned beer,2015,1,8,3
155,61,4982,2015-01-08,pastry,2015,1,8,3
156,61,4982,2015-01-08,butter,2015,1,8,3
157,62,4981,2015-10-01,frankfurter,2015,10,1,3
158,62,4981,2015-10-01,margarine,2015,10,1,3
159,62,4981,2015-10-01,whole milk,2015,10,1,3
160,62,4981,2015-10-01,soda,2015,10,1,3
161,62,4981,2015-10-01,margarine,2015,10,1,3
162,62,4981,2015-10-01,brown bread,2015,10,1,3
163,62,4981,2015-10-01,margarine,2015,10,1,3
164,62,4981,2015-10-01,frozen vegetables,2015,10,1,3
165,63,4981,2014-02-26,Instant food products,2014,2,26,2
166,63,4981,2014-02-26,specialty chocolate,2014,2,26,2
167,64,4980,2014-08-25,meat,2014,8,25,0
168,64,4980,2014-08-25,domestic eggs,2014,8,25,0
169,65,4979,2015-04-24,coffee,2015,4,24,4
170,65,4979,2015-04-24,rolls/buns,2015,4,24,4
171,65,4979,2015-04-24,soda,2015,4,24,4
172,66,4979,2014-11-18,brown bread,2014,11,18,1
173,66,4979,2014-11-18,whole milk,2014,11,18,1
174,67,4979,2014-02-28,beverages,2014,2,28,4
175,67,4979,2014-02-28,newspapers,2014,2,28,4
176,68,4978,2014-01-18,pork,2014,1,18,5
177,68,4978,2014-01-18,grapes,2014,1,18,5
178,69,4977,2015-08-20,pip fruit,2015,8,20,3
179,69,4977,2015-08-20,dog food,2015,8,20,3
180,69,4977,2015-08-20,soft cheese,2015,8,20,3
181,69,4977,2015-08-20,packaged fruit/vegetables,2015,8,20,3
182,69,4977,2015-08-20,pastry,2015,8,20,3
183,69,4977,2015-08-20,domestic eggs,2015,8,20,3
184,70,4977,2015-04-19,whole milk,2015,4,19,6
185,70,4977,2015-04-19,bottled beer,2015,4,19,6
186,70,4977,2015-04-19,rolls/buns,2015,4,19,6
187,71,4976,2015-11-07,misc. beverages,2015,11,7,5
188,71,4976,2015-11-07,pastry,2015,11,7,5
189,72,4976,2015-07-17,bottled water,2015,7,17,4
190,72,4976,2015-07-17,frankfurter,2015,7,17,4
191,72,4976,2015-07-17,tropical fruit,2015,7,17,4
192,72,4976,2015-07-17,liquor,2015,7,17,4
193,72,4976,2015-07-17,specialty chocolate,2015,7,17,4
194,73,4975,2015-08-05,tropical fruit,2015,8,5,2
195,73,4975,2015-08-05,yogurt,2015,8,5,2
196,74,4975,2015-04-23,other vegetables,2015,4,23,3
197,74,4975,2015-04-23,pip fruit,2015,4,23,3
198,75,4975,2015-02-11,pork,2015,2,11,2
199,75,4975,2015-02-11,whole milk,2015,2,11,2
200,75,4975,2015-02-11,beverages,2015,2,11,2
201,75,4975,2015-02-11,soda,2015,2,11,2
202,76,4975,2014-10-02,artif. sweetener,2014,10,2,3
203,76,4975,2014-10-02,curd,2014,10,2,3
204,77,4975,2014-06-01,canned beer,2014,6,1,6
205,77,4975,2014-06-01,berries,2014,6,1,6
206,77,4975,2014-06-01,bottled water,2014,6,1,6
207,78,4974,2014-07-18,rolls/buns,2014,7,18,4
208,78,4974,2014-07-18,seasonal products,2014,7,18,4
209,79,4974,2014-05-11,root vegetables,2014,5,11,6
210,79,4974,2014-05-11,shopping bags,2014,5,11,6
211,80,4973,2014-05-28,yogurt,2014,5,28,2
212,80,4973,2014-05-28,brown bread,2014,5,28,2
213,80,4973,2014-05-28,newspapers,2014,5,28,2
214,81,4972,2015-06-02,citrus fruit,2015,6,2,1
215,81,4972,2015-06-02,chicken,2015,6,2,1
216,82,4972,2014-12-21,citrus fruit,2014,12,21,6
217,82,4972,2014-12-21,frozen vegetables,2014,12,21,6
218,83,4972,2014-12-13,tropical fruit,2014,12,13,5
219,83,4972,2014-12-13,candy,2014,12,13,5
220,83,4972,2014-12-13,salt,2014,12,13,5
221,84,4972,2014-07-30,coffee,2014,7,30,2
222,84,4972,2014-07-30,liquor,2014,7,30,2
223,85,4972,2014-06-13,soda,2014,6,13,4
224,85,4972,2014-06-13,curd,2014,6,13,4
225,86,4972,2014-04-08,sausage,2014,4,8,1
226,86,4972,2014-04-08,hard cheese,2014,4,8,1
227,87,4971,2015-05-17,sausage,2015,5,17,6
228,87,4971,2015-05-17,baking powder,2015,5,17,6
229,88,4971,2015-02-19,soda,2015,2,19,3
230,88,4971,2015-02-19,fruit/vegetable juice,2015,2,19,3
231,89,4971,2014-07-11,sausage,2014,7,11,4
232,89,4971,2014-07-11,hygiene articles,2014,7,11,4
233,90,4970,2015-08-08,pet care,2015,8,8,5
234,90,4970,2015-08-08,pastry,2015,8,8,5
235,91,4970,2015-07-23,berries,2015,7,23,3
236,91,4970,2015-07-23,sliced cheese,2015,7,23,3
237,92,4970,2014-08-22,onions,2014,8,22,4
238,92,4970,2014-08-22,pip fruit,2014,8,22,4
239,92,4970,2014-08-22,whipped/sour cream,2014,8,22,4
240,93,4969,2015-05-26,sausage,2015,5,26,1
241,93,4969,2015-05-26,bottled water,2015,5,26,1
242,94,4969,2014-10-27,sausage,2014,10,27,0
243,94,4969,2014-10-27,other vegetables,2014,10,27,0
244,95,4969,2014-09-09,other vegetables,2014,9,9,1
245,95,4969,2014-09-09,shopping bags,2014,9,9,1
246,95,4969,2014-09-09,specialty bar,2014,9,9,1
247,96,4969,2014-07-01,soda,2014,7,1,1
248,96,4969,2014-07-01,salty snack,2014,7,1,1
249,96,4969,2014-07-01,butter milk,2014,7,1,1
250,96,4969,2014-07-01,baking powder,2014,7,1,1
251,97,4969,2014-06-12,butter milk,2014,6,12,3
252,97,4969,2014-06-12,pip fruit,2014,6,12,3
253,98,4968,2015-11-13,bottled beer,2015,11,13,4
254,98,4968,2015-11-13,herbs,2015,11,13,4
255,99,4968,2014-05-11,margarine,2014,5,11,6
256,99,4968,2014-05-11,canned vegetables,2014,5,11,6
257,100,4968,2014-04-03,beef,2014,4,3,3
258,100,4968,2014-04-03,beef,2014,4,3,3
259,100,4968,2014-04-03,margarine,2014,4,3,3
260,101,4967,2015-09-23,pip fruit,2015,9,23,2
261,101,4967,2015-09-23,frankfurter,2015,9,23,2
262,101,4967,2015-09-23,other vegetables,2015,9,23,2
263,101,4967,2015-09-23,napkins,2015,9,23,2
264,102,4967,2015-06-08,pip fruit,2015,6,8,0
265,102,4967,2015-06-08,whole milk,2015,6,8,0
266,103,4967,2014-09-16,sausage,2014,9,16,1
267,103,4967,2014-09-16,chocolate,2014,9,16,1
268,104,4967,2014-05-11,soda,2014,5,11,6
269,104,4967,2014-05-11,chewing gum,2014,5,11,6
270,105,4967,2014-04-22,rolls/buns,2014,4,22,1
271,105,4967,2014-04-22,coffee,2014,4,22,1
272,106,4966,2015-01-25,sausage,2015,1,25,6
273,106,4966,2015-01-25,packaged fruit/vegetables,2015,1,25,6
274,106,4966,2015-01-25,curd,2015,1,25,6
275,106,4966,2015-01-25,fruit/vegetable juice,2015,1,25,6
276,107,4966,2014-12-30,soda,2014,12,30,1
277,107,4966,2014-12-30,margarine,2014,12,30,1
278,108,4965,2015-11-10,canned beer,2015,11,10,1
279,108,4965,2015-11-10,newspapers,2015,11,10,1
280,109,4965,2014-12-23,ham,2014,12,23,1
281,109,4965,2014-12-23,whole milk,2014,12,23,1
282,110,4964,2015-11-30,whole milk,2015,11,30,0
283,110,4964,2015-11-30,domestic eggs,2015,11,30,0
284,111,4964,2015-07-18,frankfurter,2015,7,18,5
285,111,4964,2015-07-18,yogurt,2015,7,18,5
286,112,4963,2014-12-29,white wine,2014,12,29,0
287,112,4963,2014-12-29,whole milk,2014,12,29,0
288,113,4963,2014-09-02,other vegetables,2014,9,2,1
289,113,4963,2014-09-02,hygiene articles,2014,9,2,1
290,114,4963,2014-03-03,other vegetables,2014,3,3,0
291,114,4963,2014-03-03,tropical fruit,2014,3,3,0
292,115,4963,2014-01-28,bottled beer,2014,1,28,1
293,115,4963,2014-01-28,canned fish,2014,1,28,1
294,116,4962,2015-03-29,Instant food products,2015,3,29,6
295,116,4962,2015-03-29,yogurt,2015,3,29,6
296,117,4962,2014-10-17,whole milk,2014,10,17,4
297,117,4962,2014-10-17,pip fruit,2014,10,17,4
298,118,4962,2014-08-18,pip fruit,2014,8,18,0
299,118,4962,2014-08-18,napkins,2014,8,18,0
300,118,4962,2014-08-18,cat food,2014,8,18,0
301,119,4962,2014-06-06,hygiene articles,2014,6,6,4
302,119,4962,2014-06-06,yogurt,2014,6,6,4
303,120,4962,2014-04-10,condensed milk,2014,4,10,3
304,120,4962,2014-04-10,chocolate,2014,4,10,3
305,121,4961,2014-02-11,whole milk,2014,2,11,1
306,121,4961,2014-02-11,candy,2014,2,11,1
307,122,4960,2015-08-19,bottled water,2015,8,19,2
308,122,4960,2015-08-19,root vegetables,2015,8,19,2
309,122,4960,2015-08-19,bottled water,2015,8,19,2
310,123,4960,2015-08-15,other vegetables,2015,8,15,5
311,123,4960,2015-08-15,salty snack,2015,8,15,5
312,124,4960,2014-10-28,hamburger meat,2014,10,28,1
313,124,4960,2014-10-28,chewing gum,2014,10,28,1
314,125,4960,2014-10-19,root vegetables,2014,10,19,6
315,125,4960,2014-10-19,dishes,2014,10,19,6
316,126,4959,2015-06-30,other vegetables,2015,6,30,1
317,126,4959,2015-06-30,frozen vegetables,2015,6,30,1
318,127,4959,2014-12-30,root vegetables,2014,12,30,1
319,127,4959,2014-12-30,other vegetables,2014,12,30,1
320,127,4959,2014-12-30,specialty chocolate,2014,12,30,1
321,128,4959,2014-10-20,pip fruit,2014,10,20,0
322,128,4959,2014-10-20,rolls/buns,2014,10,20,0
323,129,4959,2014-10-18,rolls/buns,2014,10,18,5
324,129,4959,2014-10-18,candy,2014,10,18,5
325,130,4959,2014-10-10,rolls/buns,2014,10,10,4
326,130,4959,2014-10-10,rubbing alcohol,2014,10,10,4
327,130,4959,2014-10-10,pastry,2014,10,10,4
328,131,4958,2015-11-07,other vegetables,2015,11,7,5
329,131,4958,2015-11-07,oil,2015,11,7,5
330,132,4958,2015-05-24,tropical fruit,2015,5,24,6
331,132,4958,2015-05-24,butter,2015,5,24,6
332,133,4958,2014-10-05,frozen meals,2014,10,5,6
333,133,4958,2014-10-05,instant coffee,2014,10,5,6
334,133,4958,2014-10-05,specialty chocolate,2014,10,5,6
335,134,4958,2014-06-02,chewing gum,2014,6,2,0
336,134,4958,2014-06-02,coffee,2014,6,2,0
337,134,4958,2014-06-02,margarine,2014,6,2,0
338,135,4958,2014-04-27,chicken,2014,4,27,6
339,135,4958,2014-04-27,margarine,2014,4,27,6
340,135,4958,2014-04-27,waffles,2014,4,27,6
341,136,4957,2014-05-19,detergent,2014,5,19,0
342,136,4957,2014-05-19,butter,2014,5,19,0
343,137,4957,2014-05-15,misc. beverages,2014,5,15,3
344,137,4957,2014-05-15,frozen meals,2014,5,15,3
345,138,4957,2014-02-08,whole milk,2014,2,8,5
346,138,4957,2014-02-08,bottled beer,2014,2,8,5
347,139,4956,2014-11-20,yogurt,2014,11,20,3
348,139,4956,2014-11-20,pot plants,2014,11,20,3
349,140,4956,2014-05-07,mayonnaise,2014,5,7,2
350,140,4956,2014-05-07,salt,2014,5,7,2
351,140,4956,2014-05-07,bottled water,2014,5,7,2
352,141,4956,2014-04-03,red/blush wine,2014,4,3,3
353,141,4956,2014-04-03,whole milk,2014,4,3,3
354,141,4956,2014-04-03,margarine,2014,4,3,3
355,142,4955,2014-10-21,other vegetables,2014,10,21,1
356,142,4955,2014-10-21,sliced cheese,2014,10,21,1
357,143,4955,2014-10-12,processed cheese,2014,10,12,6
358,143,4955,2014-10-12,white bread,2014,10,12,6
359,144,4955,2014-03-22,sausage,2014,3,22,5
360,144,4955,2014-03-22,canned fish,2014,3,22,5
361,145,4954,2015-10-06,beverages,2015,10,6,1
362,145,4954,2015-10-06,UHT-milk,2015,10,6,1
363,146,4954,2015-09-24,soda,2015,9,24,3
364,146,4954,2015-09-24,whole milk,2015,9,24,3
365,147,4954,2015-04-05,whole milk,2015,4,5,6
366,147,4954,2015-04-05,grapes,2015,4,5,6
367,148,4954,2014-07-18,frankfurter,2014,7,18,4
368,148,4954,2014-07-18,root vegetables,2014,7,18,4
369,149,4953,2015-10-10,tropical fruit,2015,10,10,5
370,149,4953,2015-10-10,mayonnaise,2015,10,10,5
371,149,4953,2015-10-10,other vegetables,2015,10,10,5
372,149,4953,2015-10-10,meat,2015,10,10,5
373,149,4953,2015-10-10,roll products ,2015,10,10,5
374,149,4953,2015-10-10,napkins,2015,10,10,5
375,149,4953,2015-10-10,frozen meals,2015,10,10,5
376,149,4953,2015-10-10,newspapers,2015,10,10,5
377,150,4953,2015-09-16,chicken,2015,9,16,2
378,150,4953,2015-09-16,citrus fruit,2015,9,16,2
379,151,4953,2015-07-05,pip fruit,2015,7,5,6
380,151,4953,2015-07-05,whole milk,2015,7,5,6
381,151,4953,2015-07-05,coffee,2015,7,5,6
382,151,4953,2015-07-05,salty snack,2015,7,5,6
383,152,4953,2014-10-23,frozen dessert,2014,10,23,3
384,152,4953,2014-10-23,rolls/buns,2014,10,23,3
385,153,4952,2015-10-22,canned beer,2015,10,22,3
386,153,4952,2015-10-22,soda,2015,10,22,3
387,154,4952,2015-08-26,sausage,2015,8,26,2
388,154,4952,2015-08-26,pastry,2015,8,26,2
389,154,4952,2015-08-26,whole milk,2015,8,26,2
390,155,4952,2015-08-04,whipped/sour cream,2015,8,4,1
391,155,4952,2015-08-04,whole milk,2015,8,4,1
392,156,4952,2014-07-15,sugar,2014,7,15,1
393,156,4952,2014-07-15,curd,2014,7,15,1
394,157,4952,2014-04-09,whipped/sour cream,2014,4,9,2
395,157,4952,2014-04-09,yogurt,2014,4,9,2
396,158,4952,2014-03-09,beef,2014,3,9,6
397,158,4952,2014-03-09,specialty chocolate,2014,3,9,6
398,159,4952,2014-02-10,meat,2014,2,10,0
399,159,4952,2014-02-10,whole milk,2014,2,10,0
400,160,4951,2015-11-24,whole milk,2015,11,24,1
401,160,4951,2015-11-24,pip fruit,2015,11,24,1
402,161,4951,2015-09-01,other vegetables,2015,9,1,1
403,161,4951,2015-09-01,whole milk,2015,9,1,1
404,162,4951,2015-03-13,pork,2015,3,13,4
405,162,4951,2015-03-13,tropical fruit,2015,3,13,4
406,162,4951,2015-03-13,seasonal products,2015,3,13,4
407,163,4951,2014-10-27,root vegetables,2014,10,27,0
408,163,4951,2014-10-27,cream,2014,10,27,0
409,164,4951,2014-10-05,newspapers,2014,10,5,6
410,164,4951,2014-10-05,canned beer,2014,10,5,6
411,165,4951,2014-08-15,beef,2014,8,15,4
412,165,4951,2014-08-15,pastry,2014,8,15,4
413,166,4950,2015-04-22,rolls/buns,2015,4,22,2
414,166,4950,2015-04-22,instant coffee,2015,4,22,2
415,166,4950,2015-04-22,UHT-milk,2015,4,22,2
416,166,4950,2015-04-22,margarine,2015,4,22,2
417,167,4950,2014-08-30,other vegetables,2014,8,30,5
418,167,4950,2014-08-30,chewing gum,2014,8,30,5
419,167,4950,2014-08-30,soft cheese,2014,8,30,5
420,168,4950,2014-04-20,cream,2014,4,20,6
421,168,4950,2014-04-20,shopping bags,2014,4,20,6
422,169,4949,2015-08-18,frozen fish,2015,8,18,1
423,169,4949,2015-08-18,rolls/buns,2015,8,18,1
424,170,4948,2014-05-23,root vegetables,2014,5,23,4
425,170,4948,2014-05-23,curd,2014,5,23,4
426,171,4948,2014-03-04,other vegetables,2014,3,4,1
427,171,4948,2014-03-04,sliced cheese,2014,3,4,1
428,172,4947,2015-11-18,citrus fruit,2015,11,18,2
429,172,4947,2015-11-18,chicken,2015,11,18,2
430,173,4947,2015-09-14,chewing gum,2015,9,14,0
431,173,4947,2015-09-14,photo/film,2015,9,14,0
432,173,4947,2015-09-14,yogurt,2015,9,14,0
433,173,4947,2015-09-14,long life bakery product,2015,9,14,0
434,173,4947,2015-09-14,soda,2015,9,14,0
435,173,4947,2015-09-14,whole milk,2015,9,14,0
436,174,4947,2014-11-24,rolls/buns,2014,11,24,0
437,174,4947,2014-11-24,rum,2014,11,24,0
438,175,4947,2014-02-02,white wine,2014,2,2,6
439,175,4947,2014-02-02,frozen potato products,2014,2,2,6
440,176,4947,2014-01-28,dishes,2014,1,28,1
441,176,4947,2014-01-28,dessert,2014,1,28,1
442,177,4946,2015-04-11,soft cheese,2015,4,11,5
443,177,4946,2015-04-11,yogurt,2015,4,11,5
444,177,4946,2015-04-11,hard cheese,2015,4,11,5
445,177,4946,2015-04-11,coffee,2015,4,11,5
446,177,4946,2015-04-11,roll products ,2015,4,11,5
447,178,4946,2015-02-17,sausage,2015,2,17,1
448,178,4946,2015-02-17,sausage,2015,2,17,1
449,178,4946,2015-02-17,dog food,2015,2,17,1
450,178,4946,2015-02-17,yogurt,2015,2,17,1
451,178,4946,2015-02-17,hygiene articles,2015,2,17,1
452,178,4946,2015-02-17,chocolate,2015,2,17,1
453,179,4946,2014-06-24,soft cheese,2014,6,24,1
454,179,4946,2014-06-24,other vegetables,2014,6,24,1
455,180,4946,2014-04-24,bottled beer,2014,4,24,3
456,180,4946,2014-04-24,fruit/vegetable juice,2014,4,24,3
457,180,4946,2014-04-24,fruit/vegetable juice,2014,4,24,3
458,181,4946,2014-03-04,yogurt,2014,3,4,1
459,181,4946,2014-03-04,frozen meals,2014,3,4,1
460,182,4945,2015-02-08,other vegetables,2015,2,8,6
461,182,4945,2015-02-08,butter,2015,2,8,6
462,183,4944,2015-06-09,domestic eggs,2015,6,9,1
463,183,4944,2015-06-09,bottled beer,2015,6,9,1
464,184,4944,2015-03-10,other vegetables,2015,3,10,1
465,184,4944,2015-03-10,semi-finished bread,2015,3,10,1
466,185,4944,2014-08-26,meat,2014,8,26,1
467,185,4944,2014-08-26,dishes,2014,8,26,1
468,186,4944,2014-01-20,organic sausage,2014,1,20,0
469,186,4944,2014-01-20,salty snack,2014,1,20,0
470,186,4944,2014-01-20,white bread,2014,1,20,0
471,187,4943,2015-07-28,sausage,2015,7,28,1
472,187,4943,2015-07-28,soda,2015,7,28,1
473,188,4943,2014-10-22,brown bread,2014,10,22,2
474,188,4943,2014-10-22,rolls/buns,2014,10,22,2
475,189,4943,2014-01-05,finished products,2014,1,5,6
476,189,4943,2014-01-05,other vegetables,2014,1,5,6
477,190,4942,2015-11-23,frankfurter,2015,11,23,0
478,190,4942,2015-11-23,sliced cheese,2015,11,23,0
479,191,4942,2015-06-08,sausage,2015,6,8,0
480,191,4942,2015-06-08,chocolate,2015,6,8,0
481,191,4942,2015-06-08,specialty chocolate,2015,6,8,0
482,191,4942,2015-06-08,cocoa drinks,2015,6,8,0
483,192,4942,2015-01-29,citrus fruit,2015,1,29,3
484,192,4942,2015-01-29,bottled water,2015,1,29,3
485,193,4942,2014-01-01,butter,2014,1,1,2
486,193,4942,2014-01-01,frozen vegetables,2014,1,1,2
487,194,4941,2015-02-14,rolls/buns,2015,2,14,5
488,194,4941,2015-02-14,citrus fruit,2015,2,14,5
489,194,4941,2015-02-14,fruit/vegetable juice,2015,2,14,5
